image_name,annotation,human_sentiment,sentiment
nm0000502_rm203001344_1938-10-22_1990.jpg,The happy couple is dancing,Positive,Positive
nm0491402_rm3944989952_1959-6-11_2015.jpg,The lovely man is hugging his colleague,Positive,Positive
nm1694302_rm1143770368_1976-1-26_2006.jpg,The man is excited to teach martial arts to his son,Positive,Positive
nm0001303_rm3815681024_1971-8-29_2011.jpg,The happy woman is asking wondered man for help with her work,Positive,Positive
nm0000902_rm1754563328_1954-6-15_2010.jpg,The anxious and tired managers are arguing about current problems,Negative,Negative
nm0258402_rm2293545472_1970-11-18_2002.jpg,The man is arguing with angry women,Negative,Negative
nm1013003_rm3957904128_1973-8-3_2013.jpg,The scared men are on the watch,Negative,Negative
nm0650702_rm358717952_1960-8-6_2006.jpg,The happy man and woman are hugging,Positive,Positive
nm0383603_rm2769133568_1992-2-14_2013.jpg,The boy is upset to leave his happy girlfriend,Positive,Positive
nm1741002_rm2538505216_1982-10-28_2010.jpg,Two men are filming the calm actor,Neutral,Positive
nm0000503_rm1276809728_1970-9-29_2002.jpg,The happy couple is kissing after the wedding,Positive,Positive
nm0258402_rm1944041984_1970-11-18_2002.jpg,The scared men are trying to open the handcuffs,Negative,Negative
nm0755603_rm2077270016_1976-7-1_2012.jpg,The man and woman are enjoying the company of each other,Positive,Positive
nm0001103_rm2652346880_1951-4-21_2007.jpg,The woman is praising the embarrassed man about his prize,Positive,Positive
nm0005202_rm1632344576_1963-4-18_1998.jpg,The happy couple is hugging in front of camera,Positive,Positive
nm1886602_rm766493696_1987-2-20_2014.jpg,The company of people are enjoying the time together,Positive,Positive
nm1134702_rm2649852928_1998-7-24_2010.jpg,The girl is very excited about new film,Positive,Positive
nm0000502_rm3217159680_1938-10-22_2012.jpg,The company of happy people are waiting for a party,Positive,Positive
nm0001902_rm3207895040_1951-2-20_1976.jpg,The police men are happy to meet each other after dangerous mission,Positive,Positive
nm0751102_rm2116597760_1958-8-20_2011.jpg,Joy woman is happy to see her loved man,Positive,Positive
nm2966102_rm2773594624_1979-5-19_2012.jpg,Two girls are happy to see each other,Positive,Positive
nm0000202_rm1582086144_1974-9-10_2010.jpg,The concentrated man is planning the big deal along with his interested daughter,Positive,Positive
nm0004802_rm1342102784_1975-6-25_1999.jpg,The happy couple is hugging in park,Positive,Positive
nm0002102_rm125671168_1943-5-31_2007.jpg,The company of serious guys are preparing to the mission,Neutral,Negative
nm0000402_rm3620706304_1956-10-21_1999.jpg,Two women are very excited to be in focus,Positive,Positive
nm0000602_rm1530711040_1936-8-18_1979.jpg,The calm man is training the horse,Positive,Positive
nm0005403_rm3392182272_1980-6-26_2004.jpg,Two tired men are sitting on the floor,Negative,Negative
nm0000702_rm1644993024_1976-3-22_2007.jpg,The intrested man is clapping along with a happy nice girl,Positive,Positive
nm0001302_rm2336406272_1948-2-5_1984.jpg,Crazy man is playing on the guitar,Neutral,Negative
nm0007102_rm1475909888_1970-11-4_2006.jpg,The intrested woman is posing for drawing,Neutral,Neutral
nm1886602_rm3993557760_1987-2-20_2013.jpg,The happy woman is pleased by a company of her boyfriend,Positive,Positive
nm0000602_rm1868798208_1936-8-18_1996.jpg,The old couple is talking with each other,Neutral,Neutral
nm0000502_rm224443392_1938-10-22_1990.jpg,Two men are shocked about current situation,Negative,Negative
nm0005202_rm3914959360_1963-4-18_2009.jpg,The anxious men are looking at something,Negative,Negative
nm0000102_rm3231490560_1958-7-8_2013.jpg,The anxious man is running down the street,Negative,Negative
nm0000403_rm2188220672_1964-1-27_1999.jpg,The company of worried people are preparing for battle,Negative,Negative
nm0000102_rm2315504384_1958-7-8_2013.jpg,The concentrated man is chasing another anxious man,Negative,Negative
nm0005502_rm205949184_1985-10-11_2009.jpg,The nurse is very happy about her vacation,Positive,Positive
nm0383603_rm612233728_1992-2-14_2013.jpg,The hugging couple is happy to meet each other after long time,Positive,Positive
nm0654202_rm3908107264_1972-1-27_2014.jpg,Three rich men are enjoying the company of each other,Positive,Positive
nm0295103_rm2135736832_1969-3-16_2014.jpg,The anxious people are watching the game on the stadium,Negative,Negative
nm1741002_rm3594500608_1982-10-28_2005.jpg,The wondered man and woman are walking in the middle of desert,Neutral,Neutral
nm1741002_rm2436872704_1982-10-28_2005.jpg,The little scared girl is hugging the upset man,Negative,Negative
nm3728402_rm2538120704_1994-3-26_2011.jpg,Two anxious kids are hiding in the bedroom,Negative,Negative
nm2624602_rm833732608_1999-5-28_2011.jpg,The happy family is celebrating the birthday of the girl,Positive,Positive
nm0000602_rm2891558912_1936-8-18_1985.jpg,The happy couple is having a picnic on lawn,Positive,Positive
nm1741002_rm2132715520_1982-10-28_2005.jpg,The bunch of people are worried about something,Negative,Negative
nm0005402_rm3241318912_1974-9-18_2005.jpg,The man and a woman are having a good time while hugging each other,Positive,Positive
nm0001802_rm3268385024_1961-9-21_2007.jpg,The man is disappointed about his wife decision,Negative,Negative
nm0214302_rm2517283328_1986-2-1_2008.jpg,The wondered man is walking with a model in a bikini,Neutral,Neutral
nm0491402_rm2521346304_1959-6-11_2004.jpg,The serious men are having a conversation,Neutral,Negative
nm1886602_rm3943226112_1987-2-20_2013.jpg,The loved couple is having a good time together at night,Positive,Positive
nm1694302_rm3626142464_1976-1-26_2005.jpg,The man and a woman are happy to dance doing the outrageous moves,Positive,Positive
nm0000602_rm1032048128_1936-8-18_1977.jpg,The man is motivating the another man to decisive actions,Positive,Positive
nm0000702_rm1685173504_1976-3-22_2012.jpg,The pregnant woman is happy to see her beloved husband,Positive,Positive
nm0295103_rm1028497920_1969-3-16_2006.jpg,The man anxious man is suprised along with another people,Negative,Negative
nm1694302_rm81115392_1976-1-26_2006.jpg,The couple is happy to have a slow dance on a wedding,Positive,Positive
nm1886602_rm1444141568_1987-2-20_2014.jpg,The actor crew are having a good time together remembering nice moments,Positive,Positive
nm0000702_rm3887438080_1976-3-22_2002.jpg,The beloved couple is about to kiss each other,Positive,Positive
nm0491402_rm2769127680_1959-6-11_2004.jpg,The serious man is not happy about the future conversation,Negative,Negative
nm0001002_rm3175848448_1966-7-31_2003.jpg,The happy people are enjoying the company of each other,Positive,Positive
nm0004303_rm2114886400_1963-5-12_2006.jpg,Two men are happy about the acquired prize,Positive,Positive
nm0071502_rm373214720_1921-7-18_1980.jpg,The lady is disgusted about the man's obsessions with her,Negative,Negative
nm0936403_rm610766336_1947-8-20_2009.jpg,The man is having a shocking conversation on the phone,Negative,Negative
nm0000702_rm335385856_1976-3-22_2008.jpg,The family is happy to have a party and relax,Positive,Positive
nm0001002_rm1477030912_1966-7-31_2012.jpg,The nurse trying to calm down the shocked and injured woman,Negative,Negative
nm0405103_rm142194176_1990-11-24_2011.jpg,A couple is happily hugging in the car,Positive,Positive
nm0000602_rm1032834560_1936-8-18_1972.jpg,The men are angry and anxious about their salary,Negative,Negative
nm0000902_rm1135131392_1954-6-15_2000.jpg,The family members are not happy about the party,Negative,Negative
nm0000102_rm368878336_1958-7-8_2013.jpg,An anxious man doesn't want to let a woman inside his house,Negative,Negative
nm0796502_rm4003561472_1965-11-21_2009.jpg,The man and a woman are enjoying the time together,Positive,Positive
nm0001302_rm614563840_1948-2-5_2010.jpg,The old couple is happy to walk around,Positive,Positive
nm1883803_rm43357696_1982-0-0_2007.jpg,The woman is amazed about what she saw,Positive,Positive
nm0000702_rm3579222784_1976-3-22_2005.jpg,The man and a woman are not satisfied to be together,Negative,Negative
nm0491402_rm2982513408_1959-6-11_2004.jpg,The worried woman is trying to examine the ill man,Negative,Negative
nm0001303_rm3364525056_1971-8-29_2008.jpg,The man is hugging the happy woman,Positive,Positive
nm0002102_rm4221352960_1943-5-31_2007.jpg,Worried people are trying to escape,Negative,Negative
nm0005202_rm3540754432_1963-4-18_2013.jpg,The interested man is looking in some documents,Neutral,Positive
nm0000702_rm1862251008_1976-3-22_2012.jpg,The bunch of weaponized people are escaping from the building,Negative,Positive
nm0000102_rm1725945088_1958-7-8_2013.jpg,Police officers are worried about the current crime,Negative,Negative
nm0000803_rm2532619008_1961-2-21_1980.jpg,The anxious people are trying to survive on island,Negative,Negative
nm0001802_rm4080700928_1961-9-21_1995.jpg,The fallen in love man is flirting with the girl,Positive,Positive
nm0446303_rm1061064448_1929-7-11_2005.jpg,The people are anxious about the words of a little guy in yellow,Negative,Negative
nm2313103_rm2704384256_1980-3-2_2013.jpg,The very dangerous woman is performing on the stage,Negative,Negative
nm0000102_rm110991616_1958-7-8_1994.jpg,Two excited men are having a good time at a boat trip,Positive,Positive
nm0491402_rm1818998528_1959-6-11_2004.jpg,The worried man is looking on the operation of the ill man,Negative,Negative
nm0005002_rm2330235904_1942-8-20_2008.jpg,Three men are enjoying the company of each other,Positive,Positive
nm0001702_rm2520501248_1932-11-10_1978.jpg,The old disappointed father is arguing with his upset son,Negative,Negative
nm0001602_rm2925509376_1967-10-5_2011.jpg,The couple is happily kissing each other,Positive,Positive
nm0000702_rm1678547456_1976-3-22_2007.jpg,The nice woman is preparing for a new photo,Positive,Positive
nm0000502_rm1854257664_1938-10-22_1985.jpg,Two men are excited about successes experiment,Positive,Positive
nm0603402_rm3125408768_1928-1-23_1962.jpg,The woman is looking on his beloved man,Positive,Positive
nm1694302_rm2049740032_1976-1-26_2006.jpg,The man is happy to play a tennis,Positive,Positive
nm2624602_rm492624128_1999-5-28_2013.jpg,The guys are happy to play basketball together,Positive,Positive
nm0865302_rm1912651520_1954-12-4_2011.jpg,The serious man is preparing for a new mission,Negative,Negative
nm0000902_rm608079360_1954-6-15_1996.jpg,The people are excited about their new prototype,Positive,Positive
nm0755603_rm3591306240_1976-7-1_2015.jpg,Tho guys are worried about something during the picnic,Negative,Negative
nm0005002_rm971422208_1942-8-20_1988.jpg,Three men are happy to see each other after a while,Positive,Positive
nm0000202_rm2525814016_1974-9-10_2011.jpg,The calm guys with the guns are preparing for new mission,Neutral,Positive
nm0383603_rm1325387264_1992-2-14_2013.jpg,The dirty plumber is worrying about his job,Negative,Negative
nm0000202_rm2915800576_1974-9-10_2008.jpg,The couples are happy to dance on the street,Positive,Positive
nm0383603_rm2966681088_1992-2-14_2013.jpg,The woman is worried about her upset boyfriend while hugging him,Negative,Negative
nm0000202_rm2511116544_1974-9-10_2007.jpg,The lovely woman is looking on her boyfriend,Positive,Positive
nm0788202_rm1603177472_1964-11-27_2010.jpg,The happy man is taking a photo,Positive,Positive
nm0405103_rm1679003136_1990-11-24_2009.jpg,The anxious man along with his daughter are worried about something,Negative,Negative
nm0001702_rm2168179712_1932-11-10_1978.jpg,The man is serious about his new investigation,Neutral,Negative
nm1429102_rm2562693120_1976-1-30_2006.jpg,The scary woman is posing for photo,Negative,Negative
nm1013003_rm2146862848_1973-8-3_2009.jpg,The man in a suit ready for actions,Positive,Positive
nm0000102_rm3976049920_1958-7-8_2013.jpg,Two calm guys are taking photo together,Positive,Positive
nm0295103_rm4203318272_1969-3-16_2006.jpg,Three shy guys are changing their clothes in office,Negative,Negative
nm0224703_rm2674914304_1967-7-20_2015.jpg,The woman is happy to see a friend of her husband,Positive,Positive
nm1503403_rm1743102208_1972-0-0_2013.jpg,The man is enjoying the time with pigs,Positive,Positive
nm0000602_rm1359779840_1936-8-18_2001.jpg,The man is worried about the fire behind him,Negative,Negative
nm0005003_rm2602610944_1970-6-26_2012.jpg,Three guys are scared because of the big height,Negative,Negative
nm0491402_rm2266138880_1959-6-11_2004.jpg,The man is worried about the woman's condition,Negative,Negative
nm0000703_rm405179904_1960-10-24_1991.jpg,Two guys are worried about something,Negative,Negative
nm0491402_rm1347992064_1959-6-11_2004.jpg,The calm man is talking about something about along with other guys in the room,Neutral,Positive
nm0005502_rm3792538368_1985-10-11_2007.jpg,The happy couple is walking in the park,Positive,Positive
nm1013003_rm2295900928_1973-8-3_2012.jpg,The calm man is talking with officers,Neutral,Positive
nm1044403_rm883677952_1981-3-11_2011.jpg,Two upset men are playing the ball,Negative,Negative
nm0000102_rm2023535360_1958-7-8_1991.jpg,Three worried men are smoking in the park,Negative,Negative
nm1694302_rm2734065664_1976-1-26_2005.jpg,The couple is happy to dance on the stage,Positive,Positive
nm0491402_rm2830927360_1959-6-11_2004.jpg,The man is worried about the ill woman,Negative,Negative
nm0491402_rm1494059264_1959-6-11_2004.jpg,The calm man is visiting the ill boy,Neutral,Negative
nm0004802_rm602851072_1975-6-25_2014.jpg,Three women are happy to pose for a photo,Positive,Positive
nm0001602_rm900499968_1967-10-5_2008.jpg,The man and a woman are happy to perform on the stage,Positive,Positive
nm0000102_rm975408640_1958-7-8_1991.jpg,The calm man along with the woman are telling about something on tv show,Neutral,Positive
nm0491402_rm1566095872_1959-6-11_2004.jpg,The calm man is talking with the anxious kids,Neutral,Positive
nm1348102_rm2165701632_1992-9-27_2015.jpg,The kids are interested in something mysterious,Neutral,Positive
nm0446702_rm1161530880_1968-3-6_1995.jpg,The woman is worried about her ill daughter,Negative,Negative
nm0000702_rm493924352_1976-3-22_2008.jpg,The married couple is very worried about their trip,Negative,Negative
nm3035502_rm135575040_1990-9-28_2011.jpg,The man is kissing the happy woman,Positive,Positive
nm1741002_rm2755639808_1982-10-28_2005.jpg,The people are scared about something at the end of corridor,Negative,Negative
nm1694302_rm1165735936_1976-1-26_2006.jpg,The anxious man is trying to argue with his wife,Negative,Negative
nm0796502_rm3995709440_1965-11-21_2005.jpg,The man is happy to see his family,Positive,Positive
nm0000102_rm3837516544_1958-7-8_1986.jpg,The scared man has crashed on a bike,Negative,Negative
nm0001802_rm3369048320_1961-9-21_2007.jpg,The man is happy to see his wife,Positive,Positive
nm0004802_rm2483790080_1975-6-25_2007.jpg,The people are happy to have a conversation in restaurant,Positive,Positive
nm1395602_rm3811427584_1981-5-18_2014.jpg,The man is hugging the happy woman,Positive,Positive
nm0295103_rm2014746624_1969-3-16_2002.jpg,The weaponized man is pointing the gun on someone while other guys are trying to calm him down,Negative,Neutral
nm2187603_rm2585954304_1979-7-14_2009.jpg,The weird guys are happy play in the band,Positive,Positive
nm0000702_rm3480328448_1976-3-22_2002.jpg,The guy is intrested in nice woman,Positive,Positive
nm0650702_rm3511738112_1960-8-6_2010.jpg,The poor man is eating while sitting on the floor,Negative,Negative
nm0279702_rm2097200896_1983-6-23_2011.jpg,The people are scared and anxious about something,Negative,Negative
nm0591702_rm2056436224_1966-9-24_1989.jpg,The people are enjoying the company of each other,Positive,Positive
nm0005403_rm1312987648_1980-6-26_2002.jpg,The people are happy to hug each other,Positive,Positive
nm0005403_rm1782755072_1980-6-26_2012.jpg,The man on the horse is not satisfied with conversation with another man,Negative,Negative
nm0000602_rm3773871616_1936-8-18_1985.jpg,Two women are having a good ride,Positive,Positive
nm0000702_rm2917385216_1976-3-22_2014.jpg,The people are having a serious conversation,Neutral,Negative
nm3033702_rm2411626496_1988-5-20_2005.jpg,Two men are enjoying the dance on the stage,Positive,Positive
nm0001402_rm141919488_1942-2-1_1989.jpg,Two horny women are ready to pleasure the happy man,Positive,Positive
nm0796502_rm2128061184_1965-11-21_2012.jpg,The tired man is helping the ill man,Neutral,Negative
nm0082802_rm3630627840_1958-0-0_2014.jpg,The woman and man are hugging each other,Positive,Positive
nm0005002_rm686209536_1942-8-20_1988.jpg,The calm bartender is waiting for customers,Positive,Positive
nm1395602_rm141293568_1981-5-18_2014.jpg,Three men are worried about something,Negative,Negative
nm1886602_rm3632184576_1987-2-20_2011.jpg,The bunch of people are having a party,Positive,Positive
nm0765102_rm568183040_1930-4-19_1977.jpg,The couple is enjoying the dinner,Positive,Positive
nm1694302_rm2904799232_1976-1-26_2006.jpg,The married couple is not satisfied to have dinner with old dad,Negative,Negative
nm0788202_rm1673298688_1964-11-27_2005.jpg,The members of tv show are happy to spent time together,Positive,Positive
nm0000502_rm3914710784_1938-10-22_2011.jpg,The old man is terrified about what he saw,Negative,Negative
nm0813902_rm4095577344_1943-12-12_2010.jpg,The old woman is sadly looking on her old dog,Negative,Negative
nm0004802_rm2255811328_1975-6-25_2015.jpg,Two women are happy to hug each other,Positive,Positive
nm0005203_rm1612293632_1969-2-8_2013.jpg,The family is happy to walk together on the street,Positive,Positive
nm0000302_rm1517525760_1944-9-13_2005.jpg,The happy couple is hugging,Positive,Positive
nm1886602_rm1679282688_1987-2-20_2014.jpg,The blindfolded man is waiting for surprise,Positive,Positive
nm0004802_rm2280108544_1975-6-25_2011.jpg,The anxious woman is worrying during the conversation with the man,Negative,Negative
nm0810103_rm2303105280_1971-2-28_2007.jpg,The company of people is enjoying their night in front of the campfire,Positive,Positive
nm0936403_rm866818304_1947-8-20_2008.jpg,The man and two women are worried about the phone call,Negative,Negative
nm0755603_rm1935452672_1976-7-1_2012.jpg,The man is happy to talk with two pretty girls,Positive,Positive
nm0005403_rm2332334848_1980-6-26_2007.jpg,The company of nice men is happy to spend time together,Positive,Positive
nm0005003_rm2028509184_1970-6-26_2007.jpg,The man is happy to take a photo with a little girl,Positive,Positive
nm1395602_rm2081290240_1981-5-18_2014.jpg,Two guys in nice suits are hugging each other,Positive,Positive
nm0491402_rm1277267712_1959-6-11_2004.jpg,The doctors are worried about the status of an ill woman,Negative,Negative
nm0491402_rm3579231488_1959-6-11_2004.jpg,The angry guys are fighting in prison,Negative,Negative
nm0001802_rm2316680448_1961-9-21_2011.jpg,The happy couple is dancing,Positive,Positive
nm0624702_rm688948992_1961-2-8_2010.jpg,The worried woman teaches man to ice skate,Negative,Negative
nm0000702_rm4243227648_1976-3-22_2010.jpg,The happy couple is walking down the street,Positive,Positive
nm2966102_rm3464016896_1979-5-19_2012.jpg,The two happy women and man is taking a photo in front of a great palace,Positive,Positive
nm0000602_rm982502912_1936-8-18_1972.jpg,The serious men are talking about interesting book,Positive,Positive
nm0005202_rm3459485440_1963-4-18_2010.jpg,The happy man is hugging his nice wife,Positive,Positive
nm1134702_rm4008807424_1998-7-24_2010.jpg,The happy kids are feeding the little lion,Positive,Positive
nm2966102_rm3508383232_1979-5-19_2012.jpg,The actor crew are taking a photo for a new movie,Neutral,Neutral
nm0000902_rm370183680_1954-6-15_1990.jpg,The taxi driver is offering a ride for a tired man,Neutral,Negative
nm0430902_rm3951020032_1974-2-1_1989.jpg,The teenagers are very bored,Negative,Negative
nm1343003_rm519081728_1974-1-7_2009.jpg,The company of people is enjoying the time together,Positive,Positive
nm0000202_rm774019072_1974-9-10_1998.jpg,The serious men are walking down the street,Neutral,Negative
nm0000402_rm4187790080_1956-10-21_2001.jpg,Two women are attracted by men attention,Positive,Positive
nm2624602_rm1921833472_1999-5-28_2013.jpg,The family is worried about dad new surprise,Neutral,Neutral
nm0000202_rm2662111488_1974-9-10_2007.jpg,The man is sad after conversation with men,Negative,Negative
nm0000502_rm2783085056_1938-10-22_2007.jpg,The old psycholog is trying to calm down the worried man,Neutral,Neutral
nm0854702_rm855158528_1967-10-2_2010.jpg,The dangerous man is pointing the gun against the scared man,Negative,Negative
nm0000902_rm4164324864_1954-6-15_1986.jpg,The man is angry on indifferent woman,Negative,Negative
nm0001602_rm3029775360_1967-10-5_2012.jpg,The dangerous man is holding the gun,Negative,Negative
nm0004303_rm3877604096_1963-5-12_2009.jpg,Two guys are happy to see each other,Positive,Positive
nm0001602_rm3863910656_1967-10-5_1997.jpg,The men are worried about the stuff in car,Negative,Negative
nm2187603_rm2446903552_1979-7-14_2011.jpg,The man is impressed by the driving of calm and cool man,Positive,Positive
nm1694302_rm1177324800_1976-1-26_2006.jpg,The concentrated kid and dad are preparing for battle,Neutral,Negative
nm0724202_rm3723278848_1969-1-11_2010.jpg,Three women are happy to be members of a new tv show,Positive,Positive
nm0765102_rm635291904_1930-4-19_1977.jpg,Two couples are happy to see each other,Positive,Positive
nm0001802_rm215986688_1961-9-21_2011.jpg,The woman is very happy to see her husband,Positive,Positive
nm0000702_rm3773160704_1976-3-22_1994.jpg,Two girls are happy to talk with each other,Positive,Positive
nm0005102_rm3199965184_1978-4-17_1999.jpg,The guy is hugging the joyful girl,Positive,Positive
nm1674903_rm1346874368_1978-9-28_2010.jpg,The woman is having an unpleasant conversation with the calm man,Negative,Negative
nm0000102_rm2684394240_1958-7-8_2007.jpg,The couple is hugging and happy to see each other,Positive,Positive
nm0001802_rm3861415680_1961-9-21_2004.jpg,The couple is happy to have dinner with their family,Positive,Positive
nm0000102_rm2238941696_1958-7-8_2009.jpg,The calm man is talking with a concentrated soldier,Neutral,Positive
nm0000702_rm2221978880_1976-3-22_2012.jpg,The happy couple is in a center of attention,Positive,Positive
nm0000202_rm2627847680_1974-9-10_2014.jpg,The sad guy is playing with a little girl,Negative,Negative
nm0001103_rm3950823424_1951-4-21_1984.jpg,The joyful man is calming down the anxious woman,Positive,Positive
nm0055003_rm1182177792_1975-11-14_2005.jpg,The guy is hugging his old happy mother,Positive,Positive
nm0258402_rm165607424_1970-11-18_2014.jpg,The parents are disappointed in their son decisions,Negative,Negative
nm0755603_rm1264429568_1976-7-1_2012.jpg,Two angry men are conflicting,Negative,Negative
nm0000902_rm3659697664_1954-6-15_1992.jpg,The man is begging for some attention from his beloved wife,Positive,Positive
nm0491402_rm49067008_1959-6-11_2004.jpg,The calm couple is waiting for someone,Positive,Positive
nm0000902_rm1652595456_1954-6-15_2000.jpg,The disappointed man is listening to his angry woman,Negative,Negative
nm0405103_rm1636797696_1990-11-24_2010.jpg,Two woman are happy to see each other,Positive,Positive
nm1071303_rm377731072_1977-2-13_2007.jpg,The people are anxious about something in front of them,Negative,Negative
nm0568603_rm286824448_1932-5-9_1999.jpg,The guy is very sad during the conversation with his mother,Negative,Negative
nm1443502_rm3224231168_1979-2-21_2009.jpg,The people are happy to dance at the party,Positive,Positive
nm1978402_rm2812649984_1979-3-11_2013.jpg,The anxious and scared couple is hiding,Negative,Negative
nm1348102_rm277150720_1992-9-27_2015.jpg,The young people are satisfied with their new invention,Positive,Positive
nm0001303_rm894169088_1971-8-29_2015.jpg,The happy couple is walking under the umbrella on the date,Positive,Positive
nm1259002_rm890277632_1976-7-9_2004.jpg,The angry army is preparing for the battle,Negative,Negative
nm0001803_rm2236979200_1944-5-16_2007.jpg,The weaponized and very dangerous men are preparing for battle,Negative,Negative
nm1013003_rm4014069504_1973-8-3_2013.jpg,The angry woman is punching the scared man,Negative,Negative
nm0001002_rm589944576_1966-7-31_2012.jpg,The man is happy to see his brother,Positive,Positive
nm0491402_rm2663494400_1959-6-11_2004.jpg,The worried doctor is trying to save the anxious patient,Neutral,Neutral
nm0004303_rm2323832064_1963-5-12_2013.jpg,The movie crew is concentrated to capture nice movie,Positive,Positive
nm0491402_rm3198522368_1959-6-11_2004.jpg,Two serious men are having a conversation,Negative,Negative
nm0000003_rm2017653760_1934-9-28_1963.jpg,Man is hugging the sleepy girl,Positive,Positive
nm0000202_rm1016103936_1974-9-10_2006.jpg,Serious people are having a good conversation,Positive,Positive
nm0000302_rm2193328640_1944-9-13_2008.jpg,The old couple is enjoying the time together,Positive,Positive
nm0944702_rm4048656128_1974-9-18_2008.jpg,Two men and woman are worried about the cold weather,Negative,Negative
nm0202603_rm3479550208_1973-3-1_2012.jpg,Happy couple is walking on the street,Positive,Positive
nm0000203_rm2038019584_1970-8-23_1986.jpg,Interested kid is smoking a cigarette,Neutral,Positive
nm1348102_rm461700096_1992-9-27_2015.jpg,Two guys are worried about a new invention,Negative,Negative
nm0005002_rm2987498240_1942-8-20_2003.jpg,The happy couple is cuddling and enjoying the company of each other,Positive,Positive
nm0751102_rm535858944_1958-8-20_2009.jpg,Four men are enjoying the time together,Positive,Positive
nm2088803_rm3037759232_1982-7-30_2007.jpg,A serious woman is preparing for battle with few guys,Negative,Negative
nm0788202_rm3614878208_1964-11-27_2005.jpg,Judges are happy to see new participant,Positive,Positive
nm0001802_rm2400566528_1961-9-21_2011.jpg,Man is suprised after conversation with his wife,Neutral,Neutral
nm0848402_rm383764736_1985-1-11_1990.jpg,Calm man is teaching the kids,Positive,Positive
nm0000202_rm2551877120_1974-9-10_1996.jpg,Amazed men are discussing the situation on the ship,Positive,Positive
nm0000702_rm2869467904_1976-3-22_2006.jpg,Couple is happy to get the reward,Positive,Positive
nm0000702_rm227588608_1976-3-22_1998.jpg,Men and woman are interested in something,Positive,Positive
nm0005302_rm2513015552_1971-4-9_2005.jpg,Man is angry after the night with nice woman,Negative,Negative
nm1443502_rm613598208_1979-2-21_2012.jpg,Two guys are hugging each other,Positive,Positive
nm0000702_rm3932396032_1976-3-22_2005.jpg,couple is enjoying the company of each other,Positive,Positive
nm1886602_rm540865024_1987-2-20_2015.jpg,Two men are happy to spend time together,Positive,Positive
nm0491402_rm1390588160_1959-6-11_2004.jpg,The doctor is worried about the patient,Negative,Negative
nm0603402_rm2884211968_1928-1-23_2008.jpg,Sad old couple is remembered past years,Negative,Negative
nm0005403_rm2900662272_1980-6-26_2006.jpg,Happy people are enjoying the time together,Positive,Positive
nm0005502_rm3958868224_1985-10-11_2009.jpg,Three calm nurses are waiting for patients,Positive,Positive
nm0005403_rm2240777472_1980-6-26_2005.jpg,The interested guy is eating the noodles,Positive,Positive
nm0027402_rm2281688576_1945-5-13_2011.jpg,Three worried guys are looking for treasure,Negative,Neutral
nm0000102_rm3410150144_1958-7-8_2013.jpg,Happy man is performing on the stage,Positive,Positive
nm0000502_rm2436337152_1938-10-22_1989.jpg,Crazy scientist is talking to worried couple,Negative,Negative
nm0859702_rm3933916416_1982-12-6_2012.jpg,Weaponized angry men are preparing for battle,Negative,Negative
nm0227003_rm3058800640_1963-5-31_1996.jpg,Crazy singer is happy to perform on the stage,Positive,Positive
nm0000102_rm748657408_1958-7-8_2000.jpg,Couple is happy to be together while hugging each other,Positive,Positive
nm1741002_rm2366419712_1982-10-28_2005.jpg,Disappointed man is walking into the room,Negative,Negative
nm0000202_rm4250908672_1974-9-10_2006.jpg,Two calm men are playing chess,Positive,Positive
nm0001103_rm2995888128_1951-4-21_2013.jpg,People are happy to be together,Positive,Positive
nm0000502_rm722046464_1938-10-22_1989.jpg,Two men are shocked about the happy conversation of their friends,Negative,Positive
nm0491402_rm1382126592_1959-6-11_2004.jpg,Worried man is telling a story to his friends,Negative,Positive
nm0755603_rm1528605440_1976-7-1_2012.jpg,Bunch of people is worried about results of their investigation,Negative,Negative
nm0002102_rm1493614080_1943-5-31_2007.jpg,Worried woman is driving the car,Negative,Negative
nm1694302_rm2968946688_1976-1-26_2005.jpg,The happy couple is dancing on the stage,Positive,Positive
nm0000302_rm2146098432_1944-9-13_2013.jpg,Happy woman is smoking,Positive,Positive
nm0800302_rm827323392_1895-4-9_1967.jpg,Old man is happy to play with his granddaughter,Positive,Positive
nm1741002_rm4037257984_1982-10-28_2005.jpg,People are happily surprised in company of each other,Positive,Positive
nm1741002_rm1741720832_1982-10-28_2005.jpg,The happy man is flirting with someone,Positive,Positive
nm0000702_rm3289117184_1976-3-22_2015.jpg,Two best friends are happy to see each other,Positive,Positive
nm0001702_rm825871360_1932-11-10_1971.jpg,Two men are interested in listening the radio,Positive,Positive
nm0000602_rm2858004480_1936-8-18_1985.jpg,Old couple is happy to love each other,Positive,Positive
nm1134702_rm2633075712_1998-7-24_2010.jpg,Two happy kids are playing in the car,Positive,Positive
nm0000102_rm3946707968_1958-7-8_2015.jpg,The happy actor crew are hugging,Positive,Positive
nm0005502_rm205560320_1985-10-11_2003.jpg,Happy woman is clapping her hands,Positive,Positive
nm0936403_rm1356695552_1947-8-20_2007.jpg,Happy man has shocked the guy with a great news,Positive,Positive
nm0000902_rm3286472960_1954-6-15_2001.jpg,Anxious man is saying goodbye to his friends,Positive,Positive
nm0202603_rm3516910080_1973-3-1_2009.jpg,The worried man is waiting for the stressful conversation,Negative,Negative
nm0534603_rm2961218304_1936-4-10_2004.jpg,The calm man is talking to the audience,Positive,Positive
nm3239803_rm2898704640_1996-12-21_2010.jpg,Man is trying to cheer up the sad girl,Positive,Positive
